term,estimate_base,std_error_base,statistic_base,p_value_base,conf_low_base,conf_high_base,estimate_exp,std_error_exp,statistic_exp,p_value_exp,conf_low_exp,conf_high_exp
year_month2022_10,-0.6684052322052163,0.1441014750648666,-4.638434352627805,3.510584042724726e-6,-0.9508389334514514,-0.3859715309589812,0.5125252852029605,0.1441014750648666,-4.638434352627805,3.510584042724726e-6,0.3864167095307976,0.679789878370775
year_month2022_11,-0.9161579789337441,0.16828290302149118,-5.444153639402945,5.2052279160224436e-8,-1.2459864080697134,-0.5863295497977747,0.40005310470098904,0.16828290302149118,-5.444153639402945,5.2052279160224436e-8,0.28765702093271955,0.5563656540068703
anxiety,0.21321297908210096,0.045323323265183804,4.704266230316028,2.5478060603323744e-6,0.1243808978226744,0.3020450603415275,1.2376482163567601,0.045323323265183804,4.704266230316028,2.5478060603323744e-6,1.1324471355083137,1.3526221749534586
cancer,-0.5904362524862096,0.06841945558900174,-8.629654349093078,6.1537656650872646e-18,-0.7245359212824907,-0.45633658368992847,0.554085510819438,0.06841945558900174,-8.629654349093078,6.1537656650872646e-18,0.484549385842513,0.6336005415964379
cardiovascular_disease,0.1675233014835583,0.04109828685212896,4.076162641190002,4.578500081422305e-5,0.0869721394270895,0.24807446354002707,1.1823728409052463,0.04109828685212896,4.076162641190002,4.578500081422305e-5,1.090866287135174,1.281555357789795
cerebrovascular_disease_stroke_tia,-0.1909541533123822,0.06578690091872508,-2.9026166401772313,0.0037005932586692673,-0.3198941097675883,-0.062014196857176074,0.8261704644621388,0.06578690091872508,-2.9026166401772313,0.0037005932586692673,0.7262259332351966,0.9398695435026996
ckd,-0.11112514987836875,0.057379907045534306,-1.9366561502127295,0.052787389274161156,-0.22358770112387205,0.0013374013671345747,0.8948267544616482,0.057379907045534306,-1.9366561502127295,0.052787389274161156,0.7996447590482105,1.001338296087165
copd,0.2199243388125157,0.06081008850302872,3.6165765290994782,2.985250865704023e-4,0.10073875544988621,0.3391099221751452,1.245982454508813,0.06081008850302872,3.6165765290994782,2.985250865704023e-4,1.1059876707675371,1.4036976342298793
dementia,-0.07833344999445022,0.09035099636083145,-0.8669904389500344,0.38594724835562033,-0.2554181488289893,0.09875124884008887,0.9246560485778145,0.09035099636083145,-0.8669904389500344,0.38594724835562033,0.774592535271924,1.103791695941648
diabetes,-0.08261922310497907,0.047306449281330494,-1.7464684912969102,0.08072957756622356,-0.17533815993285756,0.010099713722899403,0.9207016624020983,0.047306449281330494,-1.7464684912969102,0.08072957756622356,0.839173198030871,1.0101508879681869
immunocompromised,0.32446722065040057,0.04133918207269495,7.84890276928617,4.1969282913484485e-15,0.24344391263757462,0.40549052866322655,1.3832934594296835,0.04133918207269495,7.84890276928617,4.1969282913484485e-15,1.275634768844583,1.5000381313172508
pad,-0.06396134669714977,0.07147041894249917,-0.8949345427597011,0.37082208008472434,-0.20404079378443735,0.07611810039013782,0.9380412572227866,0.07147041894249917,-0.8949345427597011,0.37082208008472434,0.8154291060696153,1.0790900075830565
smoking,-0.0857332363953692,0.04564924279689514,-1.8780867138764543,0.06036930357182185,-0.17520410819880813,0.003737635408069734,0.91783904461706,0.04564924279689514,-1.8780867138764543,0.06036930357182185,0.8392856981934873,1.0037446290778396
depression,0.13773063888531553,0.042911521888446165,3.2096423716540152,0.0013290021199144622,0.05362560146215886,0.2218356763084722,1.1476663719425058,0.042911521888446165,3.2096423716540152,0.0013290021199144622,1.0550895042299773,1.2483662248625478
flu_vaccinated,-0.0022174913524929214,0.045076338852677755,-0.04919413175369702,0.9607645877884662,-0.09056549205866485,0.086130509353679,0.9977849654651302,0.045076338852677755,-0.04919413175369702,0.9607645877884662,0.913414510545287,1.0899485675062424
inpatient_count_sqrt,-0.08358488967833545,0.022970814597004695,-3.638742950336406,2.7397209139296816e-4,-0.12860685898401159,-0.03856292037265931,0.9198130007271775,0.022970814597004695,-3.638742950336406,2.7397209139296816e-4,0.8793195941993734,0.9621711626670556
outpatient_count_sqrt,0.11111875798662647,0.004482489876526906,24.789516774708883,1.1630939681170238e-135,0.10233323926756835,0.1199042767056846,1.1175276143037418,0.004482489876526906,24.789516774708883,1.1630939681170238e-135,1.1077525568783864,1.1273889290318455
blood_panel_count_sqrt,0.029604282295165513,0.003679757782716747,8.04517146052717,8.612475428422958e-16,0.022392089569209725,0.0368164750211213,1.03004684552049,0.003679757782716747,8.04517146052717,8.612475428422958e-16,1.02264467418272,1.0375025957228423
"ns(age_covid, df = 5)1",1.1559685001215052,0.159038102974656,7.268500305902907,3.6350032992385e-13,0.8442595461216071,1.4676774541214033,3.1770989486788808,0.159038102974656,7.268500305902907,3.6350032992385e-13,2.326254692393601,4.339145564198847
"ns(age_covid, df = 5)2",1.3711593265838846,0.18441092857919011,7.435347444688337,1.0429346817799099e-13,1.009720548213084,1.7325981049546852,3.939915697801625,0.18441092857919011,7.435347444688337,1.0429346817799099e-13,2.7448338591036494,5.655327973421612
"ns(age_covid, df = 5)3",1.0809200959267766,0.12948998737915796,8.34751873719586,6.971197396428147e-17,0.827124384305081,1.3347158075484722,2.947390185556769,0.12948998737915796,8.34751873719586,6.971197396428147e-17,2.286733509735222,3.798916169694926
"ns(age_covid, df = 5)4",1.6193561572275401,0.37185127654892297,4.3548489930072565,1.3315867949729728e-5,0.8905410475864076,2.3481712668686727,5.04983796799787,0.37185127654892297,4.3548489930072565,1.3315867949729728e-5,2.4364475287953673,10.466411938549335
"ns(age_covid, df = 5)5",1.1593745344571997,0.16784334226865713,6.907480027426145,4.93338386088622e-12,0.8304076285658025,1.4883414403485968,3.1879387066004186,0.16784334226865713,6.907480027426145,4.93338386088622e-12,2.2942537530492184,4.429742430859663
