term,estimate_base,std_error_base,statistic_base,p_value_base,conf_low_base,conf_high_base,estimate_exp,std_error_exp,statistic_exp,p_value_exp,conf_low_exp,conf_high_exp
year_month2022_04,0.2485296715024933,0.03413181991845245,7.281465567797996,3.3021293892281264e-13,0.18163253373551969,0.3154268092694669,1.282138864791443,0.03413181991845245,7.281465567797996,3.3021293892281264e-13,1.1991734571161312,1.370844275157678
year_month2022_05,0.218467917307105,0.02690234167126934,8.120776993194621,4.632084897190785e-16,0.16574029653162603,0.27119553808258395,1.2441690996917134,0.02690234167126934,8.120776993194621,4.632084897190785e-16,1.1802665426030459,1.3115314996676193
year_month2022_06,0.257323058473472,0.025990614243931117,9.9006147395519,4.137240510925985e-23,0.20638239061929328,0.3082637263276507,1.293462923426878,0.025990614243931117,9.9006147395519,4.137240510925985e-23,1.2292231575411336,1.3610598889356023
year_month2022_07,0.2930700437565282,0.024794230563588898,11.82009028289471,3.0735404606105815e-32,0.2444742448275117,0.3416658426855447,1.3405366833684031,0.024794230563588898,11.82009028289471,3.0735404606105815e-32,1.2769497737391304,1.407289962700974
year_month2022_08,0.3250251805021783,0.02670780901115402,12.16966844290513,4.50910343882798e-34,0.2726788367343421,0.3773715242700145,1.3840654970062287,0.02670780901115402,12.16966844290513,4.50910343882798e-34,1.3134783360857833,1.4584460568354503
year_month2022_09,0.38784834750555375,0.03195940228984088,12.135657106104308,6.8359034700908854e-34,0.32520907005003874,0.45048762496106876,1.473806260943831,0.03195940228984088,12.135657106104308,6.8359034700908854e-34,1.3843200355874574,1.5690771201440203
year_month2022_10,0.3556336240631322,0.03806794445279404,9.342075837694201,9.446360842327573e-21,0.2810218239701846,0.4302454241560798,1.4270846030139979,0.03806794445279404,9.342075837694201,9.446360842327573e-21,1.324482509086632,1.537634849979292
year_month2022_11,0.43775782729805807,0.03889186265679675,11.25576913507781,2.1692532749097024e-29,0.3615311771990582,0.5139844773970579,1.5492296808487866,0.03889186265679675,11.25576913507781,2.1692532749097024e-29,1.4355257769595529,1.6719397467778514
anxiety,-0.7273602497269513,0.01689768102624765,-43.044974549887755,0,-0.7604790959606426,-0.6942414034932601,0.4831827899955186,0.01689768102624765,-43.044974549887755,0,0.4674424235776551,0.49945318775515113
cancer,-0.17662422229820465,0.022453057528256333,-7.866377310792958,3.65058402124378e-15,-0.22063140639639298,-0.13261703820001633,0.8380946626434155,0.022453057528256333,-7.866377310792958,3.65058402124378e-15,0.8020122423982603,0.8758004260022053
cardiovascular_disease,-0.4093905511062062,0.010770178410791148,-38.01149205625216,3.72756206e-316,-0.4304997128984277,-0.3882813893139847,0.6640548343213001,0.010770178410791148,-38.01149205625216,3.72756206e-316,0.6501841081448941,0.6782214721360416
cerebrovascular_disease_stroke_tia,-0.021337714863317505,0.021753538250727365,-0.980884792964843,0.32664955740838714,-0.06397386637105758,0.02129843664442257,0.9788883236050087,0.021753538250727365,-0.980884792964843,0.32664955740838714,0.9380295133256492,1.0215268672016344
ckd,-0.1994501754467462,0.018790724503468713,-10.614288736441656,2.5573462774408423e-26,-0.23627931871695917,-0.16262103217653323,0.8191810351252472,0.018790724503468713,-10.614288736441656,2.5573462774408423e-26,0.7895601042143401,0.8499132171535114
copd,-0.004436500945489165,0.021396076132767963,-0.20735114784409886,0.835735631801589,-0.0463720395761914,0.03749903768521307,0.9955733257873562,0.021396076132767963,-0.20735114784409886,0.835735631801589,0.9546867148709849,1.038210997995549
dementia,0.14689651104140633,0.026387843362066888,5.566825186349762,2.5942241739924585e-8,0.0951772884220709,0.19861573366074176,1.1582340923872894,0.026387843362066888,5.566825186349762,2.5942241739924585e-8,1.099853829192156,1.2197131811174817
diabetes,-0.08619835604056093,0.014031108207862727,-6.143374761535746,8.078637305355402e-10,-0.11369882279115621,-0.05869788928996565,0.9174122389118382,0.014031108207862727,-6.143374761535746,8.078637305355402e-10,0.892526724114531,0.9429916139936554
immunocompromised,-0.2652828744170377,0.012693863297324812,-20.89851357332209,5.523839361929026e-97,-0.29016238930446914,-0.2404033595296062,0.7669889577322326,0.012693863297324812,-20.89851357332209,5.523839361929026e-97,0.7481420674436947,0.7863106312056832
pad,-0.2659820971009257,0.027993318833424874,-9.501627823541059,2.066345219524535e-21,-0.3208479938221852,-0.21111620037966614,0.7664528491061933,0.027993318833424874,-9.501627823541059,2.066345219524535e-21,0.7255335281870174,0.8096799762940478
smoking,0.050997703495917424,0.01221097192285865,4.176383650547171,2.9618012580438214e-5,0.027064638310884664,0.07493076868095018,1.0523204766221583,0.01221097192285865,4.176383650547171,2.9618012580438214e-5,1.027434212229192,1.0778095301261594
depression,-0.41970862572073053,0.012522963734771747,-33.51511947250564,2.902695943039848e-246,-0.44425318362058436,-0.3951640678208767,0.6572382942526351,0.012522963734771747,-33.51511947250564,2.902695943039848e-246,0.6413030328474509,0.6735695190995079
flu_vaccinated,-0.31956534851746266,0.013663205556468104,-23.388753627159023,5.562411461841066e-121,-0.34634473932150767,-0.29278595771341764,0.7264647274318691,0.013663205556468104,-23.388753627159023,5.562411461841066e-121,0.7072686217691391,0.7461818380724433
inpatient_count_sqrt,-7.07544936274573e-4,0.007023962243273353,-0.10073302101704326,0.9197623977064412,-0.014474257961859506,0.01305916808931036,0.9992927053146191,0.007023962243273353,-0.10073302101704326,0.9197623977064412,0.9856299905306287,1.0131448114290906
outpatient_count_sqrt,-0.06472493498145193,0.0016828918545834946,-38.4605432637684,1.5e-323,-0.0680233424063114,-0.06142652755659246,0.9373252533094689,0.0016828918545834946,-38.4605432637684,1.5e-323,0.9342386659441609,0.9404220383061864
blood_panel_count_sqrt,0.057349507170642806,8.979046695506073e-4,63.87037412261781,0,0.05558964635677328,0.059109367984512336,1.0590258828601988,8.979046695506073e-4,63.87037412261781,0,1.0571637837063397,1.0608912619346458
"ns(age_covid, df = 5)1",-0.05848304796667773,0.024190029392973503,-2.417650967537284,0.015621052585537224,-0.10589463436187109,-0.011071461571484364,0.9431942293241488,0.024190029392973503,-2.417650967537284,0.015621052585537224,0.899519421520762,0.9889896014989393
"ns(age_covid, df = 5)2",-0.050368896260646306,0.029974581075906635,-1.680386996338457,0.09288204443687428,-0.10911799562109917,0.008380203099806548,0.950878584238808,0.029974581075906635,-1.680386996338457,0.09288204443687428,0.8966246134779925,1.0084154152948563
"ns(age_covid, df = 5)3",0.19673908346937424,0.02779394892452493,7.078486184299448,1.4573765109560944e-12,0.1422639445891596,0.25121422234958884,1.2174263526024585,0.02779394892452493,7.078486184299448,1.4573765109560944e-12,1.152880905058643,1.285585455971738
"ns(age_covid, df = 5)4",0.31014583219347414,0.05383569444728293,5.760970214606884,8.363179898916186e-9,0.20462980999409663,0.41566185439285164,1.3636239599059148,0.05383569444728293,5.760970214606884,8.363179898916186e-9,1.227070731552165,1.5153733653783577
"ns(age_covid, df = 5)5",0.4249298207829564,0.040387396169662054,10.521347278687712,6.888149389666194e-26,0.3457719788610678,0.504087662704845,1.5294830779719513,0.040387396169662054,10.521347278687712,6.888149389666194e-26,1.4130803668846292,1.6554744801670205
