term,estimate_base,std_error_base,statistic_base,p_value_base,conf_low_base,conf_high_base,estimate_exp,std_error_exp,statistic_exp,p_value_exp,conf_low_exp,conf_high_exp
year_month2022_01,-0.5749282174696984,0.06162165394791979,-9.32997056449678,1.0590031418598056e-20,-0.6957044398754115,-0.4541519950639852,0.56274526263602,0.06162165394791979,-9.32997056449678,1.0590031418598056e-20,0.4987230038433432,0.6349862111408802
year_month2022_02,-0.6099552513976015,0.08771045174882904,-6.954191196555371,3.5459043554662467e-12,-0.7818645778930446,-0.43804592490215843,0.5433751838105241,0.08771045174882904,-6.954191196555371,3.5459043554662467e-12,0.45755207395426184,0.6452961470143733
year_month2022_03,-0.9091996936696907,0.16901097714329452,-5.379530424812782,7.46803735086693e-8,-1.2404551218624702,-0.5779442654769111,0.4028464956590429,0.16901097714329452,-5.379530424812782,7.46803735086693e-8,0.28925254282119806,0.5610505528557729
year_month2022_04,-0.9846988121809369,0.16021180523588857,-6.146231301314602,7.934555540169689e-10,-1.298708180341424,-0.6706894440204497,0.37355171922277736,0.16021180523588857,-6.146231301314602,7.934555540169689e-10,0.2728840824600523,0.5113559049554318
year_month2022_05,-0.7012912999834515,0.10130812476009607,-6.922359896051308,4.441810207778404e-12,-0.8998515758545302,-0.5027310241123728,0.4959444770356768,0.10130812476009607,-6.922359896051308,4.441810207778404e-12,0.4066300089734509,0.6048764697006164
year_month2022_06,-0.8232348204356269,0.09970791096535853,-8.256464431610075,1.5005091619672172e-16,-1.018658734901456,-0.6278109059697979,0.4390092390591376,0.09970791096535853,-8.256464431610075,1.5005091619672172e-16,0.3610789180798254,0.5337589715959974
year_month2022_07,-0.8406290079498199,0.0956793353396508,-8.785899326805335,1.5511847748803097e-18,-1.0281570592802658,-0.653100956619374,0.4314390594632686,0.0956793353396508,-8.785899326805335,1.5511847748803097e-18,0.35766550988128737,0.5204294428398516
year_month2022_08,-0.6883226709449661,0.10026502419342095,-6.865032711876925,6.647601847721112e-12,-0.8848385072731083,-0.49180683461682395,0.5024180831499411,0.10026502419342095,-6.865032711876925,6.647601847721112e-12,0.4127808289983814,0.611520479012001
year_month2022_09,-0.7959974903513777,0.12972650019464552,-6.1359667389241155,8.464286669417349e-10,-1.0502567585733111,-0.5417382221294442,0.4511310115819434,0.12972650019464552,-6.1359667389241155,8.464286669417349e-10,0.34984791112777563,0.581736186318448
year_month2022_10,-0.6684414074684311,0.14410097250657172,-4.638701570441842,3.5060488311817133e-6,-0.9508741237185081,-0.386008691218354,0.512506744801218,0.14410097250657172,-4.638701570441842,3.5060488311817133e-6,0.3864031116628518,0.6797646176719256
year_month2022_11,-0.9162014703889908,0.1682824314235279,-5.4444273394358325,5.197231307865957e-8,-1.2460289752099367,-0.5863739655680448,0.4000357061876357,0.1682824314235279,-5.4444273394358325,5.197231307865957e-8,0.28764477645658126,0.5563409431465758
anxiety,0.21321756076042497,0.045323075637350795,4.7043930219226375,2.5462233319678884e-6,0.12438596484263269,0.30204915667821725,1.2376538868757558,0.045323075637350795,4.7043930219226375,2.5462233319678884e-6,1.1324528736550887,1.3526277157606499
cancer,-0.5904992593859251,0.06842027463919746,-8.63047192516869,6.109934891211329e-18,-0.7246005334910913,-0.4563979852807588,0.5540506007090245,0.06842027463919746,-8.63047192516869,6.109934891211329e-18,0.48451807904792904,0.6335616387095947
cardiovascular_disease,0.16750278148220257,0.041098446107450816,4.0756475571916,4.588647382923512e-5,0.08695130729103862,0.24805425567336653,1.1823485788618775,0.041098446107450816,4.0756475571916,4.588647382923512e-5,1.0908435622969714,1.2815294605516714
cerebrovascular_disease_stroke_tia,-0.19099322470129299,0.06578725462659166,-2.9031949392837593,0.003693766370490863,-0.31993387441117865,-0.06205257499140732,0.8261381854652119,0.06578725462659166,-2.9031949392837593,0.003693766370490863,0.7261970556939518,0.9398334737553483
ckd,-0.11114737431250175,0.057380371145506516,-1.9370278039967985,0.05274194472086463,-0.22361083517723584,0.0013160865522323234,0.8948068676643705,0.057380371145506516,-1.9370278039967985,0.05274194472086463,0.7996262602376597,1.0013169529741925
copd,0.2199308182640429,0.060810342966299696,3.6166679471932217,2.9841972171451895e-4,0.10074473616256692,0.3391169003655189,1.245990527817886,0.060810342966299696,3.6166679471932217,2.9841972171451895e-4,1.1059942853818043,1.4037074295333747
dementia,-0.07828996123963422,0.09034908606110637,-0.8665274288074578,0.3862009913903056,-0.2553709159555125,0.09879099347624404,0.9246962615924009,0.09034908606110637,-0.8665274288074578,0.3862009913903056,0.7746291223671885,1.1038355666128004
diabetes,-0.08268064228637682,0.04730649348424903,-1.7477651839468047,0.08050469634543353,-0.17539966575038363,0.01003838117762998,0.9206451153962352,0.04730649348424903,-1.7477651839468047,0.08050469634543353,0.8391215855845292,1.0100889347430155
immunocompromised,0.3244630475479715,0.04133918563106116,7.848801145811121,4.20032995909716e-15,0.24343973256087592,0.4054863625350671,1.3832876868164328,0.04133918563106116,7.848801145811121,4.20032995909716e-15,1.2756294366045542,1.5000318819791694
pad,-0.06396153375568771,0.07147052993616233,-0.8949357702093201,0.3708214238962898,-0.2040411983865576,0.0761181308751822,0.938041081754177,0.07147052993616233,-0.8949357702093201,0.3708214238962898,0.8154287761453368,1.0790900404791637
smoking,-0.08565498089492161,0.04564974967316901,-1.8763516012282973,0.060607015771855434,-0.17512684615760196,0.0038168843677587327,0.9179108733812882,0.04564974967316901,-1.8763516012282973,0.060607015771855434,0.8393505456247751,1.0038241779475283
depression,0.13772587460251798,0.042911492536076457,3.2095335413171515,0.0013295053395030872,0.05362089470894879,0.22183085449608717,1.1476609041483776,0.042911492536076457,3.2095335413171515,0.0013295053395030872,1.0550845381957532,1.248360205489336
flu_vaccinated,-0.0022051187657558206,0.04507638968705153,-0.0489195958475187,0.9609833723294525,-0.09055321910546951,0.08614298157395786,0.9977973107225315,0.04507638968705153,-0.0489195958475187,0.9609833723294525,0.9134257209076148,1.0899621616696433
inpatient_count_sqrt,-0.08358309942766283,0.02297076924055864,-3.638672199104383,2.740473580678246e-4,-0.12860497983633823,-0.03856121901898742,0.9198146474244947,0.02297076924055864,-3.638672199104383,2.740473580678246e-4,0.8793212465722956,0.9621727996618887
outpatient_count_sqrt,0.11112111728919195,0.004482737309668561,24.788674779028682,1.187665762409078e-135,0.1023351136100876,0.11990712096829631,1.1175302508926195,0.004482737309668561,24.788674779028682,1.187665762409078e-135,1.1077546331880503,1.1273921356265855
blood_panel_count_sqrt,0.029604753150244627,0.0036798311546047367,8.04513900405427,8.614758344026514e-16,0.022392416618030903,0.03681708968245835,1.0300473305233933,0.0036798311546047367,8.04513900405427,8.614758344026514e-16,1.0226450086375098,1.037503233435771
"ns(age_covid, df = 5)1",1.2021084579291834,0.15418287654738105,7.796640488541997,6.357703450680805e-15,0.8999155728635313,1.5043013429948355,3.3271246347249406,0.15418287654738105,7.796640488541997,6.357703450680805e-15,2.4593954626751318,4.501007870833745
"ns(age_covid, df = 5)2",1.367624188410461,0.17944141885639422,7.621563611826774,2.5062107791267987e-14,1.0159254701171618,1.71932290670376,3.9260121413943825,0.17944141885639422,7.621563611826774,2.5062107791267987e-14,2.761918287797958,5.580748497329783
"ns(age_covid, df = 5)3",1.0744350845338013,0.12702185381961162,8.45866323175889,2.70459850614201e-17,0.8254768257978511,1.3233933432697516,2.928338169663874,0.12702185381961162,8.45866323175889,2.70459850614201e-17,2.282969084394516,3.756145667730168
"ns(age_covid, df = 5)4",1.6673972083242277,0.36302289629656237,4.593091029063053,4.367284431455288e-6,0.9558854060195466,2.3789090106289086,5.298359309162687,0.36302289629656237,4.593091029063053,4.367284431455288e-6,2.600972480403022,10.793121257723204
"ns(age_covid, df = 5)5",1.1391491522789028,0.16767997513785823,6.793590894454453,1.093762710384484e-11,0.8105024400801291,1.4677958644776765,3.124109092926539,0.16767997513785823,6.793590894454453,1.093762710384484e-11,2.2490377095306746,4.339659394391833
