term,estimate_base,std_error_base,statistic_base,p_value_base,conf_low_base,conf_high_base,estimate_exp,std_error_exp,statistic_exp,p_value_exp,conf_low_exp,conf_high_exp
ckd,-0.09703131619075829,0.05959876750049875,-1.6280758857965694,0.10350879598834901,-0.2138427540147121,0.019780121633195494,0.9075275853812779,0.05959876750049875,-1.6280758857965694,0.10350879598834901,0.8074753472968473,1.0199770444820717
copd,0.2500446749982815,0.06283268629690732,3.9795318286525165,6.905111533864777e-5,0.12689487280443978,0.3731944771921232,1.284082781802409,0.06283268629690732,3.9795318286525165,6.905111533864777e-5,1.1352976608485554,1.4523667645796077
dementia,-0.07429556522147863,0.09413687850457685,-0.7892291140487142,0.4299781086200786,-0.258800456707472,0.11020932626451473,0.9283972513462424,0.09413687850457685,-0.7892291140487142,0.4299781086200786,0.7719770505180341,1.1165117612354756
diabetes,-0.09423868613896931,0.049415713772877436,-1.9070590899912012,0.05651293608687926,-0.191091705404149,0.002614333126210358,0.9100655162907073,0.049415713772877436,-1.9070590899912012,0.05651293608687926,0.8260568308020491,1.002617753475052
immunocompromised,0.3143045301980401,0.04296891409162131,7.314695678086212,2.579653424118611e-13,0.23008700612366673,0.3985220542724135,1.3693066682908726,0.04296891409162131,7.314695678086212,2.579653424118611e-13,1.2587095206015693,1.489621490214628
pad,-0.07354348866811661,0.0746916529909142,-0.9846279433267161,0.324806858698143,-0.2199364384760718,0.07284946113983859,0.929095739776648,0.0746916529909142,-0.9846279433267161,0.324806858698143,0.8025698089014074,1.075568609854299
smoking,-0.08281466541561278,0.047463631766095395,-1.7448025432130885,0.08101924597901272,-0.17584167425263098,0.01021234342140541,0.9205217359249901,0.047463631766095395,-1.7448025432130885,0.08101924597901272,0.8387507686674339,1.0102646673654936
depression,0.14625941500506653,0.04434939451245564,3.297889782102644,9.741436429027278e-4,0.05933619902449519,0.23318263098563788,1.1574964210465708,0.04434939451245564,3.297889782102644,9.741436429027278e-4,1.0611319322976216,1.2626120503551481
flu_vaccinated,0.022536936174060593,0.04725472242960987,0.47692452765184207,0.6334158654476449,-0.07008061788741181,0.115154490235533,1.0227928115200804,0.04725472242960987,0.47692452765184207,0.6334158654476449,0.9323186553157975,1.1220467694522438
inpatient_count_sqrt,-0.08100639349543833,0.024199232451281992,-3.3474778036254156,8.155051816351651e-4,-0.12843601755346395,-0.0335767694374127,0.9221877954222967,0.024199232451281992,-3.3474778036254156,8.155051816351651e-4,0.879469831249746,0.9669806738195391
outpatient_count_sqrt,0.11054083453268133,0.00471165166863621,23.46116442955925,1.016872390047321e-121,0.10130616695445632,0.11977550211090635,1.1168819554736655,0.00471165166863621,23.46116442955925,1.016872390047321e-121,1.1066153989691032,1.1272437593266376
blood_panel_count_sqrt,0.03061933967731297,0.0038007286884675605,8.056176114390993,7.871819520035896e-16,0.023170048332908397,0.03806863102171754,1.031092933004586,0.0038007286884675605,8.056176114390993,7.871819520035896e-16,1.0234405591118376,1.038802524510681
"ns(age_covid, df = 5)1",1.18144276156124,0.1648800385183795,7.165468738227776,7.752084620616622e-13,0.8582838242956393,1.5046016988268405,3.2590728776140834,0.1648800385183795,7.165468738227776,7.752084620616622e-13,2.35910857280802,4.502359977844098
"ns(age_covid, df = 5)2",1.3620934250563095,0.19129061136471748,7.120545098051479,1.0750105021624955e-12,0.987170716200815,1.737016133911804,3.90435823383222,0.19129061136471748,7.120545098051479,1.0750105021624955e-12,2.683630967565361,5.6803686506580675
"ns(age_covid, df = 5)3",1.0847816989241106,0.13422793495997373,8.081638887222606,6.390209412152811e-16,0.8216997806833772,1.347863617164844,2.9587938403544842,0.13422793495997373,8.081638887222606,6.390209412152811e-16,2.2743624711828767,3.849193389638775
"ns(age_covid, df = 5)4",1.5997118099486258,0.38490984790552174,4.1560688006644195,3.2377036150442135e-5,0.8453023707590134,2.354121249138238,4.951605215389867,0.38490984790552174,4.1560688006644195,3.2377036150442135e-5,2.328681833420986,10.528872539473115
"ns(age_covid, df = 5)5",1.158504612441829,0.17298313932726975,6.697211167211126,2.124345446486184e-11,0.8194638894277062,1.4975453354559518,3.185166654445309,0.17298313932726975,6.697211167211126,2.124345446486184e-11,2.269282924794152,4.470701517974277
